nome_token,moeda,direcao,total_transacoes,volume_usd,preco_medio_usd
Put the fries in the bag,FRIES,BUY,5,727493.9954813567,0.000004103916965263461
Brozzy,BROZZY,SELL,1,61189.37989440203,2520803.424258928
Mumu the bull,BULL,BUY,2,38365.99757543916,1.350440750069336e-7
Inception Symbiotic Restaked wstETH,inwstETHs,SELL,1,73224.28595632657,1.0003287097616058
USDa saving token,sUSDa,SELL,1,69926.16389369719,0.9666692964673753
BLACK,BLACK,BUY,1,21012.51212976671,1.4866162635628898e-7
TRASH by Matt Furie,TRASH,BUY,2,313578.1271471549,0.0000036831963578833173
Barron William Trump,BWT,BUY,2,14792.880679168557,0.00004306975425016398
Pikopiko Monster Parade by Matt Furie,PIKOPIKO,BUY,1,80122.58512533589,4.335309344237859e-7
Apptronik AI,APT,BUY,1,5742.192287109634,1.7337140791756228e-7
Strawberry,STRAWBERRY,SELL,1,21698.328210296935,64429.054604420315
Bro The Cat,BRO,SELL,1,5091.022009277343,5577816.905822804
Scooby Doo,SCOOB,SELL,1,8061.01616890466,9920478.953673212
Life of Luxury,LOL,BUY,1,9854.492534760731,7.83896178666149e-8
pepe in a memes world,PEW,SELL,1,5016.348107849918,5563285885.658034
moonpig,moonpig,BUY,2,39017.090095097636,0.00002134287433626887
#dropgold,#dropgold,BUY,1,20554.57208428943,6.534042234631737e-8
AUKI,AUKI,BUY,2,14504.087764258547,3.5295309966102296e-13
USDa saving token,sUSDa,BUY,1,66972.0967940898,1.0312940979320573
ZK Guard AI,ZKGAI,SELL,1,5166.3095703125,40633.58040635955
Skillful AI,SKIAI,BUY,1,456321.32158116053,0.0000029505113429800347
Pangyo,PANGYO,BUY,1,20791.281766041546,0.000004052725209317825
OctonetAI,OCTO,BUY,2,11024.825579761462,0.00001485675545311583
Cat-in-a-Box Ether,boxETH,SELL,1,6479.606274656596,1.0127140763803768
Vitalik Consulting Company,Helpcoin,SELL,1,18192.86330362766,8290653673.0649395
Matt Furie New Pet,Whitey,SELL,3,213225.47197701145,15165354.042460345
DROPGOLD,DROPGOLD,BUY,1,17357.578117017438,4.67305831311829e-8
FUCKYOU,FUCKYOU,BUY,1,76146.81019623556,8.191469692070188e-7
a16z,A16Z,SELL,1,6265.197219848633,3186944.8932990804
Line Brown's Bestfriend,SALLY,SELL,1,14875.632213134766,210489.6957777774
The Pizza Block,897813,BUY,2,63173.83970709976,1.512538127695436e-7
Book of meme plus,BOMBOM,SELL,1,179206.0440750612,583555.0077233304
MetaCoin,MTC,SELL,1,10680.96484375,2490.2265516057114
CZ PIZZA,PIZZA,BUY,1,80170.69710286721,1.5824650934910867e-7
Sapphire Swap,SFT,SELL,1,20071.90234375,13041765.846494047
Synth sBTC,sBTC,BUY,2,63548.903359080294,0.4894806620385085
Skillful AI,SKIAI,SELL,1,188229.2035961914,308134.17054449994
AIWOLF,AIWOLF,BUY,1,34950.691176068925,1.8138498816685376e-12
Mooverse,MOOVERSE,BUY,2,626629.0724929105,0.0000012577238710442434
AXON AI,AXON,BUY,1,92211.05857653487,0.0000012456518315597599
"Matt Furie's Scale Walker, the Crocodile",SCALEY,BUY,1,12543.369246528968,2.32863707121874e-7
Lil Brett by Matt Furie,BRETT,SELL,1,332346.74728515616,53864.47621995449
FOMO,FOMO,SELL,8,1816516.2533346196,92333.31895198298
Island Frogette,FROGETTE,BUY,1,24640.787591956527,7.125714240104455e-13
Walk Token,WALK,BUY,6,236403.54641707253,0.47487046163970836
Cony,CONY,BUY,1,610151.8601427443,0.0000012428811692774528
Fwug,$FWUG,BUY,1,5151.2728222683445,2.0055200885519067e-9
SUBBD,SUBBD,BUY,1,14781.053459003908,0.00002229406692204098
WIFE BEATER,WIFEBEATR,SELL,1,10612.954372787477,3122640.0370994965
BUSINESS FUNDING PLATFORM,BIZSPARK,BUY,1,12365.964107570064,4.6950257043797914e-24
POL AI Agent Factory,POL AIF,BUY,1,17753.183060250885,7.23584942399791e-17
Astrion AI,ASTAI,BUY,1,5666.330041321111,2.8037282227796853e-12
Mumu the bull,BULL,SELL,2,11044.04414669815,9046470.430284578
Matt Furie New Pet,Whitey,BUY,4,555506.0606737034,3.6162218059782553e-7
DonerKebab,KEBAB,SELL,2,44153.51902719235,12196734.595191112
NEURONEKO,NEURO,BUY,1,8467.35340718587,5.9154089520575266e-8
DogenToken,DOGEN,BUY,1,12824.650237357906,4.382928327563122e-8
Grok Baby,GrokBaby,BUY,1,19673.510427144094,1.6058083296669506e-7
DARK WOLF,DWOLF,BUY,1,80030.75803535967,2.4982541148855625e-7
Lender Network,LND,SELL,1,27516.836909179685,3323062.610513028
PepeGPT,PEPEAI,BUY,1,20107.626231013728,5.76193741418302e-7
Matt Furie's first drawing,SPIKE,BUY,1,41486.26171039279,0.0000011604224890665726
HUMA1821qVDKta3u2ovmfDQeW2fSQouSKE8fkF44wvGw,HUMA,SELL,1,10279.2646484375,668306652.3716514
Kardashev 1,Kardashev 1,BUY,1,14990.671560699653,8.130335699662415e-8
Puffverse,PFVS,BUY,1,71540.67184122562,1.1394235441664945e-10
MetFi,METFI,BUY,1,10450.11582133468,1.044488789230048e-11
Rabbit Frog,ROG,SELL,1,12586.272810419121,48362068.29019911
OWLIEN,OWLIEN,SELL,1,27088.501421154673,17358017.26744931
ETHBork,BORK,BUY,1,388866.6420942386,0.0000019096726585070854
Code Token,CODE,BUY,1,15259.445434229387,5.144069605542408e-11
KIKO on Ethereum,KIKO,BUY,1,18804.69520718558,5.3117242852894153e-8
Staked UTY,yUTY,BUY,2,17544.369631644582,1.003820975757065
BONKEY,BONKEY,BUY,2,61917.86831869984,4.774913867889118e-13
Baechie - Boochie 's wife,Baechie,BUY,1,122626.003243955,3.443191549345236e-7
Miracleplay Token,MPT,BUY,1,5115.846237936785,0.018027968995527104
X.com,X,BUY,3,42242.50663885913,0.00001610943927813938
KatDawg,KATDAWG,BUY,1,18826.70142386502,0.00002388171973653115
Barron William Trump,BWT,SELL,2,14538.310979318825,23914.3462822757
Killed All With Shitcoins,KAWS,BUY,1,20858.403200710192,8.133271103876341e-18
Book of meme plus,BOMBOM,BUY,2,303575.5913574105,7.82381941720091e-7
Oomer,OOMER,BUY,1,12721.62189798735,0.0000023873924914431462
Wandy by Matt Furie,WANDY,BUY,1,218299.80422589666,0.0000053512409104125254
ZARP Stablecoin,ZARP,SELL,1,10686.164170409982,18.22157400053138
Intel Protocol,INTEL,BUY,1,73343.84263122914,6.508809931077214e-8
Elna AI,ELNA,SELL,1,26929.756568860186,7990611.738823268
JUSTWOOT,WOOT,BUY,2,16962.05468693858,8.040828234483162e-8
MCD on Avax,MCD,BUY,1,24740.659549973214,5.420034386607716e-7
Sapphire Swap,SFT,BUY,1,7181.481712684321,7.561745989473778e-8
Pepe Is Everywhere,PIE,BUY,1,6156.317475277836,1.265739761654319e-9
?PEPE,?PEPE,BUY,1,13503.039820161144,2.6839738340131146e-8
Moon the cat,MOONCAT,SELL,1,14010.307373046875,547489.0790446583
Digits,DIGITS,SELL,1,20001.564025878906,227.45089116084517
Komugi Kun,KOMUKI,SELL,1,187692.66986791426,1837555.4683231306
renBTC,renBTC,SELL,1,24092.630935695997,0.8088372219531264
BEERCOIN 2.0,BEER2,BUY,1,20247.893284877126,7.90085360416369e-18
Botto,BOTTO,SELL,2,104554.56951249695,8658.622903135569
Mode AI,MODE,BUY,1,59121.68784013671,0.000003988874813468231
B2,B2,SELL,1,10140.20835918469,1280106.3189605244
AVAX GAYS,GAYS,SELL,1,5085.404441452027,3299480.8675835487
Tiny Critters,CRITTER,BUY,2,68902.98373661419,0.0000014661295626418321
TRASH by Matt Furie,TRASH,SELL,1,12706.44689941406,145354.41861372752
Measurable Data Token,MDT,SELL,1,7651.140993625559,83250.42173866289
Avalanche Intern,INTERN,BUY,2,50624.376187897666,0.0000011598759297911639
PepePork,PORK,BUY,1,6834.541528245349,2.7778990999828646e-15
B2,B2,BUY,2,292855.3068726128,4.6261415378868774e-7
welf,$WELF,BUY,1,12031.438133296575,0.0002556171056247881
Frog Nation,FROG,BUY,2,28863.58125442551,4.478018483067857e-7
Pepe Is Everywhere,PIE,SELL,1,5094.32816386816,788233921.2358532
TWRAE,TWRAE,BUY,2,152094.26414527834,8.84633476861798e-9
Huma Finance,HUMA,BUY,5,180697.4209014894,3.3730617147925215e-10
Arch AI,ARCHAI,SELL,1,959281.1892584468,281330.6718566904
Vector,VTX,SELL,1,7106.652191992366,2398.888224772035
Jin,JIN,SELL,2,21594.008459250283,6546571.420227332
Renegade AI,RENAI,BUY,1,218798.613167267,0.0000018263448854982486
Humpy Squigg,SQUIGG,BUY,1,22330.53007141828,3.4893754734712946e-13
Glonk,GLONK,SELL,1,21453.72155029297,3805691.0859558964
Avalanche Intern,INTERN,SELL,1,25563.970504760742,613510.9408709613
Silern Mini,SRM,SELL,1,10668.8984375,4128.934290447267
Jungle,JNGL,SELL,1,12851.516344060947,18309.658806086198
Rip Moodeng,RIPMOODENG,SELL,1,5410.606137487084,3624495.436601075
WYNN,WYNN,BUY,1,5129.378152814855,1.337398596265769e-7
Shifu,SHIFU,BUY,5,3349135.59786174,0.000021185112488942207
Scooby Doo,SCOOB,BUY,2,22931.712725748264,6.596456195875341e-8
AVAX GAYS,GAYS,BUY,1,7072.934890646721,4.899648164619541e-7
Meta Capital,MCAP,BUY,1,5601.770826367822,4.616517420408095e-8
Komugi Kun,KOMUKI,BUY,1,247803.09786888835,6.185742113780614e-7
Pepe epidemics,PEPIDEMIC,BUY,1,6736.120033329114,1.9360944582537003e-11
Spike Furie,SPIKE,BUY,1,26371.907152670057,1.0061482507982017e-7
SHITZEN Truth,SHITZEN,BUY,1,13206.79086989324,7.328254536496141e-11
FARTKET,FARTKET,BUY,1,55380.72950033684,2.8890410491441376e-12
HARD ROCK,HARD,SELL,1,8063.576551055909,1442746.1293061792
zkRace,ZERC,SELL,1,6541.6239691751225,28.39631845263955
Beer Frog,FROG,SELL,1,31729.77392578125,6265499.336817946
Ordiswap,ORDS,BUY,1,5162.5439191436135,4.217525068106347e-7
Torch of Liberty,Liberty,BUY,2,14499.185344829402,3.577003836436283e-12
Spark,SPK,BUY,1,5084.861593134288,2.684805020311975e-16
Official Barron Meme,BARRON,SELL,1,15727.697936100747,14049.021590631599
FUMO,FUMO,SELL,1,57922.94531105042,864963.6552047606
Dbunker AI,DAI,BUY,1,220231.30202821826,4.4306545158902944e-7
THINKMESH,ROBO,SELL,1,10762.169372558594,7842037.99240727
Normal Token,Token,BUY,1,18857.575193255605,0.000008188388753177233
MEME KONG,MKONG,SELL,1,5036.64633080469,72011.01013996336
PEG 003 – Smiler,SMILER,BUY,1,153598.81137199493,0.000001226843937400339
BRANDY,BRANDY,BUY,1,88393.63037185582,5.278732241807174e-14
Fuck You by ???? ?????,FUCKYOU,BUY,1,5076.3175550856495,4.6260109419421044e-7
Vitalik Buterin's first dog,Rasty,BUY,1,5396.675178584045,2.814209270991788e-7
HoloToken,HOT,SELL,2,20018.907364769373,2026187.6325547802
JustAWoot,WOOT,BUY,1,12892.724943114445,9.35902961748252e-8
Zeta,ZEX,SELL,1,6828.374471534288,37400.70692457298
YieldFi yToken,yUSD,BUY,1,15320.910493636518,1.082114525963463
memarchy,MEMARCHY,BUY,1,12989.725189863639,4.877301771197058e-24
Aurora AI,AURORA,BUY,1,275711.7425770849,0.0000033868905555628922
Derive,DRV,BUY,2,14513.857439536521,3.640484089478809e-12
Flute,FLUT,BUY,1,10095.911360593778,0.0001297442284007397
Wrapped Ultimate Synthetic Delta Neutral,WUSDN,SELL,1,11258.442144559936,0.920473757782041
Peptile species,PEPTILE,BUY,1,12167.719625730326,6.754399701101377e-11
PEPEWIF,PEPEWIF,SELL,1,17885.44775390625,827173488.6684538
Bogdanoff,BOG,BUY,1,5092.2117093590605,3.710808449919568e-13
Furie Finger by Matt Furie,FINGER,SELL,1,60983.88066212576,1136494.0528567166
AI1 EVM DeFi Protocol,A1Fi,SELL,1,140097.13227525298,156167262.9726845
TONY,TONY,SELL,1,62162.488789062496,321264.84872682166
Torch of Liberty,Liberty,SELL,1,5444.538329902595,35993.74250991542
IBRL,IBRL,BUY,1,5715.193332055425,6.84826153393642e-9
MOONPIG,MOONPIG,BUY,1,26202.337902940806,1.3971718121953e-7
BONDS,BONDS,BUY,1,91974.22334501006,0.000005208962768029571
FOMO,FOMO,BUY,8,1802100.471562923,0.00003655341711909319
Kee Dog,KEE,BUY,1,27083.39096595954,1.034545677139805e-7
MaskMan by Matt Furie,MASKMAN,SELL,1,25461.269670410155,453966.12110877223
Armored Barbie Chicken,ABC,BUY,2,58720.20967990569,0.0000049475138538208865
No Utility Token,NUT,BUY,1,14768.283612526828,5.5479620804258216e-18
GoodBoy,GB,BUY,1,16575.59761753613,3.939581323466764e-7
zJoe,zJoe,SELL,1,5225.119322701596,1.307999515701775
INTERN FOMO,INTMO,BUY,1,22725.356790883252,1.1905940524595644e-12
Aurora AI,AURORA,SELL,1,96970.61430347958,286516.91731618426
Cerebro,CRX,BUY,1,5383.947679286081,0.000010525184234555141
MEMESTRY,MEMESTRY,BUY,1,10081.802113337828,4.241824811231742e-11
Cappax,CAPPAX,BUY,1,12904.468705922765,0.000056766791379954716
Micro AI,MAI,SELL,1,12915.77392578125,9560.719583050279
Mentis AI,MENTIS,BUY,1,33969.333936778086,1.6091139585975965e-7
Ice Land,ICELAND,BUY,1,11079.182857853504,0.0000012780722897524285
Any Inu,AI,BUY,1,18906.557024823636,5.9251644503108446e-8
T3,T3,SELL,4,1167667.6453363895,0.09495235673831584
FUCKYOU,FUCKYOU,SELL,1,13516.64225850092,1657769.0587417185
MCD on Avax,MCD,SELL,1,7238.714641571045,1154440.0537368373
Sponge,SPONGE,BUY,1,6691.446575103284,0.000016259517737455153
Super Cash Acquisition Method,SCAM,SELL,1,5259.154909048507,14623740.590807438
Kiro,Kiro,BUY,1,49725.36852445814,0.000013895821552943424
Intel Protocol,INTEL,SELL,1,22947.342487182617,12524351.701413443
SKALE,SKL,SELL,1,14532.350208853271,93755.9112414154
Starship Pez Dispenser,SPZ,BUY,1,27607.434830150472,1.1675732177282676e-7
Quack By Matt Furie,QUACK,BUY,1,162654.09304007603,0.000002942819157197236
Sentri AI Agent,SENTRI,BUY,1,213757.9210781835,5.635613584042729e-7
DoctorElon,DRELON,BUY,1,70438.11766252336,2.837330604116388e-14
Worlds Longest Green Candle,GREEN,BUY,1,14488.684865057767,5.704999561377565e-18
Vixon by Matt Furie,VIX,SELL,1,44124.246667183295,4171304.81615347
Brown's younger sister,Choco,BUY,1,432100.12063771026,0.0000012683554517655379
Brozzy,BROZZY,BUY,1,61630.91601441326,3.9956145935119724e-7
ZEUS BY MATT FURIE,ZEUS,BUY,1,24868.325660812334,1.9026623046703588e-8
Wooly,WOOLY,BUY,1,46178.81957093015,2.757728387579374e-14
renBTC,renBTC,BUY,1,10114.888358352111,8.558266779514375
Acid Toad by Matt Furie,TOAD,BUY,1,207836.98712019774,0.0000016351680034958555
OctonetAI,OCTO,SELL,1,6038.74623240699,39601.49871424741
Walk Token,WALK,SELL,9,588131.7111662568,2.1439602267100093
ice,ice,BUY,1,19181.715648843438,7.20948660207408e-10
LEROY,LEROY,BUY,1,32869.86742504859,1.0215838359688071e-7
Fartaura,FARTAURA,BUY,1,29799.982220822418,4.4402743287791114e-13
TONY,TONY,BUY,1,146708.7666276681,0.0000039334907929017845
ETHBork,BORK,SELL,1,94820.66350415212,325374.0108503676
Ethereum Researcher,ER,BUY,1,21866.832146009776,7.035992533071347e-8
ebony,e,SELL,1,306991.16989013564,24361768282.424496
HARD ROCK,HARD,BUY,1,23027.74654515606,5.948708847259636e-7
THE ROLLING STONED,TRS,SELL,1,26657.587697667255,18351950.56373919
Drago the guard,DRAGO,BUY,1,8318.398326850827,1.5195985503029913e-8
FARTBOY,FARTBOY,SELL,2,805470.0317376982,25182.658990390537
Sentri AI Agent,SENTRI,SELL,1,13606.555314040459,576245.9699806854
zkRace,ZERC,BUY,1,6541.623959937243,0.03584110679966628
OKZOO,AIOT,BUY,1,5045.713114617222,2.0377443378651084e-12
TSUNDERE AO,AOCHAN,BUY,1,54391.46770904635,1.4489291986464223e-7
Akita,AKITA,SELL,1,5283.891577269901,22589694590085.527
Telegram Dog,Cerberus,BUY,1,23744.448430800996,7.977062380209898e-8
BTC Mascot,ALPACAS,SELL,1,5293.091796875,18749074.977255058
Kekels,KEKELS,SELL,1,10370.591743551327,47458198.23856321
Huma Finance,HUMA,SELL,3,59828.064679819654,771786674.5520557
Venus Maximus,Maximus,BUY,1,27609.448336833684,0.0000010897628168148147
FWOGY,FWOGY,BUY,1,5337.918981985951,2.177525538102447e-15
Natsume,NATSUME,BUY,1,11468.098001086293,6.587887918000474e-11
Arch AI,ARCHAI,BUY,1,1639995.8287880989,0.0000033268020582598372
sell me this shitcoin,shitcoin,BUY,1,15915.387776380956,6.2472343677431354e-18
FartCat,Fartcat,BUY,1,11226.351076595298,5.4829643046199705e-12
BEATER,BEATR,BUY,2,81114.16865057754,0.0000012046182841411395
RedHive,HIV3,SELL,2,54039.75932087535,274597.97617181577
Leroy,LEROY,SELL,1,67016.25724796095,1966264.5657821135
Vector,VTX,BUY,2,19802.35221307162,0.00047507448874920997
gooncoin,GOONC,BUY,1,105212.46028232387,6.311026423567914e-7
Baishi AI,BAISHI,BUY,1,253473.43664952368,6.999855781900139e-7
Ring AI,RING,SELL,1,5599.277403181773,176609.5581122132
BSquared Token,B3,BUY,1,19343.305582322067,0.000010810365923626476
Elon's Sheep Persona,PUCKA,BUY,1,196994.25593592133,0.0000012850000932373094
BOOK OF LINE FRIENDS,BOLF,BUY,1,25396.223103432356,1.3129101639682036e-7
Zetrax Ai,ZXAI,SELL,1,5875.805318115234,7451.459159750281
$1 Coin,$1,BUY,1,16797.151246206406,6.377428898812394e-18
Elon's Sheep Persona,PUCKA,SELL,1,57262.45515165554,480323.72443510854
Akita,AKITA,BUY,1,6138.162493923844,4.275044965413186e-14
Official Barron Meme,BARRON,BUY,1,13726.369088555402,0.00006203095965898893
Balls,Balls,BUY,1,30286.466785602428,7.88098529404902e-8
Vitalik Bitcoin Consulting Company,Helpcoin,BUY,1,25144.284302381584,1.0196530981483414e-7
JuaiJuai Cat,JUAIJUAI,BUY,1,38182.302841525874,1.0169329358182131e-8
Scool,Scool,BUY,1,70558.59483774593,3.701441149725525e-12
Arbitrage AI Agent,AAAI,BUY,1,10904.197387658078,1.9750434615029795e-10
IDRX,IDRX,SELL,1,7298.153774912467,16676.499666281128
FUCK YOU by mattfurie,FUCKYOU,BUY,1,33159.38861043089,1.5766323704394668e-7
Drago the guard,DRAGO,SELL,1,7538.867771759111,72611384.24482341
Matt Furie's first drawing,SPIKE,SELL,1,11481.133007812501,809251.9254767653
BEATER,BEATR,SELL,2,60781.56121969097,715317.0196667794
Goatseus Maximus,GOAT,SELL,1,13901.644577476425,786965238.1244222
Make Saudi Great Again,MSGA,BUY,1,422823.2341077933,0.0000012980438010284553
BIG Bang,BIG BANG,BUY,1,18405.607777378973,5.042744693111162e-7
Poco by Matt Furie,POCCO,SELL,1,108939.26779789307,180993.40833517595
FUGAZI,FUGAZI,BUY,1,14732.51698368706,5.7718591892363706e-18
Dogecast,DOGECAST,SELL,1,16026.09395996094,8952499.355839713
BANDITO,BANDITO,BUY,1,9983.386549770814,4.5604500044425644e-11
MIXIN VIRTUAL MACHINE,MVM,BUY,1,7541.39195003735,2.8632647437940655e-10
SpacePi Token,SpacePi,SELL,1,5088.318354433321,2479897666697.7173
Book of Rato,BOR,BUY,1,106730.9635337526,9.081673064597099e-7
CZ PIZZA,PIZZA,SELL,1,5452.655816056641,14631011.505776692
Zip,ZIP,BUY,1,8026.997120871977,2.1598560575725132e-10
Cony,CONY,SELL,1,71435.0860697754,596974.3532936089
Beavo Coin,BEAVO,BUY,3,655267.9673318159,0.000018695113229797544
Natsume,NATSUME,SELL,1,11423.635861327342,15238451933.656988
SENATE,SENATE,BUY,1,6894.593260197593,0.0000034155016200937506
Feels Guy,Wojak,SELL,1,14191.603417968749,1796479759.382864
Router AI,ROUTE,BUY,3,195161.30436119085,6.587715840902419e-7
0x Leverage,0XL,BUY,1,14343.04332415683,1.5179018149839795e-7
DogenToken,DOGEN,SELL,1,12823.10831193214,21611644.318886135
Patchy,Patchy,BUY,1,11596.585515911956,2.2669068651858465e-8
GigaChad,GIGACHAD,SELL,1,19993.60012083576,743552456737.498
Triple O Games,OOO,BUY,1,27152.09821725717,1.6965479445750916e-7
Oggy by Matt Furie's Friend,OGGY,BUY,1,64701.10374328349,2.3820668849260738e-7
Raini Studios Token,RST,BUY,1,6071.475596590882,9.698183354407258e-7
Spike Furie,SPIKE,SELL,1,5210.229921102806,7982888.229350623
YTUBRO,YTUBRO,BUY,1,37566.62631864067,1.9496101052619187e-12
Pepe King Prawn,PepeKing,SELL,1,8448.16771484375,1148302.3137495504
Mountain Protocol USD,USDM,SELL,1,208383.04779062155,1.0539085012959395
Memento,Memento,BUY,1,11569.204980556731,0.000002217826230512968
MEMONK,MEMONK,BUY,1,5612.064559704454,2.4444522868959927e-11
Bone By Matt Furie,BONE,SELL,1,12261.798265707508,33185620778.51927
Pepe Meme,PEPEMEME,BUY,1,108050.23670668642,1.5601453861204873e-7
Make Ethereum Memes Great Again,MEMEGA,BUY,1,11241.856962321865,5.4159986438830516e-11
CULTure Chain,CULT,BUY,1,5303.713876679215,2.1380846377179968e-7
preconfs,preconfs,SELL,1,5229.584450683594,10685464.841222495
Staked GRND,xGRND,BUY,4,83995.78038616547,2.6522944659398235
Y.O.L.O.C.O.R.E.,YOLOCORE,BUY,1,11744.858043107602,2.1080293374565422e-9
Hemule,HEMULE,SELL,1,5142.270238802361,1429954.3469437247
Doink,DOINK,BUY,3,125892.51351480061,7.581542036115809e-7
Rabbit Frog,ROG,BUY,1,12607.60451057507,2.0712406939286996e-8
ZK Guard AI,ZKGAI,BUY,1,71628.8182150634,1.1900906757136584e-7
Put the fries in the bag,FRIES,SELL,2,169782.15093322756,258834.2396007463
gooncoin,GOONC,SELL,1,21754.68598859896,1966038.367844944
Max On Eth,MaxEth,BUY,1,12764.251271356477,2.5219761462012235e-8
The official mascot of SPX6900,MARIE,BUY,1,120649.46921922732,8.366193812087037e-7
ArcadiaOS AI,ARCD,BUY,1,204967.2847910911,0.0000071481585982596024
Moon the cat,MOONCAT,BUY,2,488449.7492870424,0.0000011012149413092996
Gelato Network Token,GEL,BUY,3,30185.842957280205,0.00002147491747963571
CargoX Token (PoS),CXO,BUY,1,5291.392478939646,0.18703654161741834
WIFE BEATER,WIFEBEATR,BUY,1,15304.339128365618,3.191387918968362e-7
Purchaise,PUR,SELL,1,27230.68420106499,8306636.052546183
AI1 EVM DeFi Protocol,A1Fi,BUY,1,151896.9439624946,5.526680016707235e-9
VELVET AI,VELAI,SELL,1,7665.674675952473,29108.39907855047
Elastic Finance Token,EEFI,BUY,4,33437.49186522177,1.2518467680030974
LINE Friends Book,LINE,BUY,1,25878.200583403508,9.58593638759537e-8
Big Bud By Matt Furie,BIGBUD,BUY,1,51396.71221438423,0.0000036979489608612855
Zeus by Matt Furie,ZEUS,BUY,1,199892.07323812175,3.8416789838321616e-7
Pepe King Prawn,PepeKing,BUY,1,108360.21164433943,0.000001328642179948719
Pepe Meme,PEPEMEME,SELL,1,23089.143999023436,1240191.4108352251
Mooverse,MOOVERSE,SELL,1,11450.6806640625,764428.1640166222
Froglic by Matt Furie,FROGLIC,BUY,1,50759.27522731712,3.423022687890523e-7
THE ROLLING STONED,TRS,BUY,1,26708.779796435283,5.459476233156804e-8
Bone By Matt Furie,BONE,BUY,1,12732.974694103732,3.129145562589056e-11
Micro AI,MAI,BUY,1,12840.69719868601,0.00010398665056903705
Blue Anteater Gal by Matt Furie,BAG,SELL,1,84508.77352529367,1688665.556378687
Dr Mutant By Matt Furie,MUTANT,SELL,1,5260.29736328125,20857346.499837995
MrBased,MRBASED,BUY,1,15479.593291713269,0.0000030193777278039304
Electroneum,ETN,BUY,1,8579.082122914804,4.385390355485458e-12
Neos Bot,NEOS,BUY,2,28048.07912209325,0.000002276633808241395
KIKI the Cat,KIKI,BUY,1,21080.133427917903,1.4896170146559144e-7
Acid Toad by Matt Furie,TOAD,SELL,1,61388.27015702166,613752.5081106368
KIRO,KIRO,BUY,2,749950.3940407503,0.0000017493480884019532
ebony,e,BUY,1,307905.11282135884,4.117012724746186e-11
Pikopiko Monster Parade by Matt Furie,PIKOPIKO,SELL,1,12158.02075439453,1339932.6227369076
FARTBOY,FARTBOY,BUY,3,1978486.6340057421,0.00003612325480193357
The Magic Money Machine,MMM,BUY,2,83543.35800770971,1.6667251959069847e-7
Scum by ???? ?????,Scum,BUY,1,124565.80710097578,7.814187318021623e-13
Kid SKELLY by Matt Furie,SKELLY,BUY,1,15852.733994526572,3.597080487499554e-8
Trump Partner,Saudi Elon,BUY,1,56774.45848014039,2.0628528131274024e-7
Hamsa,HAMSA,SELL,1,12731.436810090174,6441713.534551192
Vitalik Consulting Company,Helpcoin,BUY,1,27214.714503624236,6.684470769307369e-11
FROGGER,FROGER,BUY,1,27777.071851819623,4.2186044284303724e-13
Baechie - Boochie 's wife,Baechie,SELL,1,11444.18749498659,928704.6335267387
Blue Anteater Girl,BAG,BUY,1,16574.449940477432,4.1729799539736365e-8
Useless Coin,USELESS,BUY,1,6204.243159108473,3.1237050463515242e-12
"Megg, Mogg & Owl",MMO,SELL,1,6572.370657296491,8026693.235160537
Poco by Matt Furie,POCCO,BUY,1,203772.12204396172,0.0000035036479975405427
Mode AI,MODE,SELL,1,10023.5279296875,356506.5303329971
Pitch FXS,pitchFXS,SELL,1,5171.877772593073,0.5221440521252909
DEVIL PEPE,DPEPE,BUY,3,135741.800507506,0.0000062513219512386705
The Ketanic,KETANIC,BUY,1,8719.832291105977,3.5497872662387755e-17
TOKYO GAMES,TGT,BUY,1,49819.760113815886,4.310840750822758e-11
baldy baldy,BALDY,SELL,3,24876.694937556684,5315478.386523958
LOFAX,LOFAX,BUY,1,18409.668562217048,0.0000773142570200304
DonerKebab,KEBAB,BUY,2,62442.239839261674,9.752505235675544e-8
Trump,TRUMP,SELL,1,5337.45654296875,20037343328478.33
Normal Token,Token,SELL,1,18836.77280355292,122259.0158037318
Pepe Sniper,SNIPEPER,BUY,1,7978.625227378722,2.4931329098620398e-11
Drippy Brown by Matt Furie,DRIPPY,BUY,1,142053.39377945958,0.0000030448135445581698
Kiwi by Matt Furie,KIWI,BUY,1,303171.25527795014,0.0000013596264486401628
DEVIL PEPE,DPEPE,SELL,1,25960.68687438965,185633.49222390854
CargoX Token,CXO,BUY,1,5432.788480884882,0.00006350034684311689
Lil Brett by Matt Furie,BRETT,BUY,1,637884.4152566734,0.000018020535983253982
Petrok,PETROK,BUY,1,44625.28419878561,2.7891193226919586e-14
41R,41R,BUY,1,10559.770909977828,8.434424888636482e-9
Elna AI,ELNA,BUY,1,106544.85602530438,3.3387912014584246e-7
KelVpn Token,KEL,BUY,1,26484.195941211172,8.011856991521818e-7
KIRO,KIRO,SELL,1,38220.62139404297,888473.8541975373
FartCat,Fartcat,SELL,1,6476.886798918862,44054.17241159721
Jin,JIN,BUY,1,34150.40296123506,8.648981773061039e-8
Kogenta,Kogenta,BUY,1,9355.649296995625,5.194454147285464e-7
Lender AI Network,LND,BUY,1,34342.432770534244,1.7948289775353164e-7
Optimus,OPTIMUS,SELL,1,19408.358718594558,88690.37490879465
ethereum is for shipping,EIFS,BUY,1,49955.87380477237,1.5577219795015648e-7
Zeta,ZEX,BUY,2,15917.982402117279,4.068946219695929e-12
CATDOG ??,CATDOG,BUY,1,22185.016835329217,6.836286132849423e-8
